-0.001414	0.016409	0.032732	1.307541	3.288845	-0.621774
0.013473	0.011909	0.028529	1.170147	2.315428	-0.075604
0.014565	0.013439	0.020650	1.461088	1.560741	-0.152288
0.011519	0.014456	0.036059	1.303215	3.275707	-0.260783
0.014253	0.014881	0.029854	1.388797	2.141819	-0.200979
0.016018	0.011793	0.014703	1.510433	0.989855	-0.044246
0.014814	0.013061	0.015688	1.536913	1.176514	-0.140612
0.017897	0.015735	0.021901	1.536571	2.011894	-0.237297
0.012938	0.011240	0.020839	1.397785	1.794594	-0.040883
0.015058	0.011686	0.013294	1.585721	0.945927	-0.032692
0.019450	0.011761	0.015212	1.553992	1.246004	0.067231
0.007894	0.009118	0.033693	1.070131	2.885966	-0.058142
0.012923	0.013732	0.007352	1.661651	0.625369	-0.210559
0.007090	0.009639	0.006322	1.589187	0.525527	-0.060611
0.007504	0.011673	-0.002120	1.785365	0.102233	-0.177871
0.022368	0.012788	0.023742	1.362181	1.372075	0.032288
0.020724	0.012957	0.018935	1.377016	0.972876	-0.031159
0.006199	0.015820	0.003311	1.716795	0.410322	-0.464730
0.015226	0.011086	0.012301	1.518962	0.821312	-0.003220
0.018594	0.014294	0.016866	1.434853	0.966585	-0.179077
0.010806	0.015011	0.008206	1.574324	0.535613	-0.306210
0.017923	0.014082	0.019022	1.450699	1.136797	-0.157725
0.016995	0.013101	0.006955	1.622035	0.144284	-0.137367
0.022458	0.013025	0.026783	1.288820	1.506430	0.037059
0.016908	0.013248	0.024223	1.338350	1.569997	-0.119138
0.007640	0.014976	0.008261	1.564467	0.636897	-0.395766
0.012550	0.011949	0.002971	1.672551	0.265499	-0.048349
0.017590	0.015363	0.021201	1.346701	1.225006	-0.260339
0.010116	0.012461	0.007981	1.508752	0.533401	-0.258183
0.006896	0.013405	0.007505	1.516996	0.627466	-0.308879
0.021041	0.013272	0.021613	1.345155	1.148963	-0.034756
0.005871	0.011728	0.010554	1.520420	1.139074	-0.199377
0.008074	0.015756	0.015659	1.439848	0.987200	-0.405922
0.005645	0.012532	0.002478	1.653278	0.364531	-0.234573
0.001843	0.013594	0.013819	1.451619	1.453637	-0.371797
0.003875	0.015770	0.014339	1.414353	1.059233	-0.484112
0.008974	0.013951	0.018724	1.423347	1.191350	-0.242523
0.012801	0.012024	0.023324	1.312290	1.825703	-0.137021
0.002892	0.017476	0.004919	1.653415	0.556737	-0.603325
0.005853	0.015138	0.016486	1.454754	1.128286	-0.375202
0.001908	0.015293	0.014361	1.549612	1.406628	-0.499105
0.003897	0.015128	0.010944	1.466975	0.796937	-0.516414
0.004123	0.014655	0.003538	1.632444	0.537092	-0.463875
0.011606	0.013722	0.005501	1.515484	0.514563	-0.305015
0.014529	0.014860	0.006023	1.529855	0.460323	-0.308743
0.014766	0.009049	0.011576	1.421898	0.814015	-0.003764
0.013141	0.014747	0.003315	1.578455	0.382260	-0.336637
0.012198	0.011336	0.008702	1.238562	0.696881	-0.144265
0.012371	0.012403	0.005248	1.433832	0.505154	-0.255368
0.010551	0.011780	0.007718	1.420673	0.646719	-0.250704
0.011656	0.015856	0.005535	1.554907	0.470638	-0.451285
0.011653	0.014205	-0.012590	2.016893	-1.022565	-0.295582
0.023839	0.007160	-0.016753	1.949078	-1.949412	0.451427
0.010755	0.018794	-0.014504	1.917282	-1.171330	-0.364867
-0.030622	0.006604	-0.068990	1.962376	-4.014585	-0.501164
-0.019534	0.006860	-0.051099	1.378275	-2.729555	-0.363310
-0.026696	0.004238	-0.010711	0.753148	0.314614	-0.461746
-0.033919	0.010045	-0.049879	1.786144	-2.260778	-1.151500
-0.025823	0.013513	-0.049717	2.049556	-2.752654	-1.035827
-0.020864	0.003277	-0.028860	1.148529	-1.366572	-0.384125
-0.025709	0.015114	-0.053126	2.234137	-2.937316	-1.229820
-0.019079	0.012771	-0.050789	2.103039	-3.002056	-0.877921
-0.020234	0.005613	-0.020725	1.072456	-0.769499	-0.494675
-0.020685	0.009332	-0.044395	1.751090	-2.576168	-0.761212
-0.016826	0.006517	-0.038270	1.497522	-2.425452	-0.445024
-0.016159	0.001888	-0.024292	1.021316	-1.229052	-0.222054
-0.020669	0.009889	-0.047488	1.794495	-2.838462	-0.745416
-0.017261	0.005354	-0.038250	1.394544	-2.275795	-0.498088
-0.013586	0.003817	-0.029550	1.136769	-1.659915	-0.303208
-0.006484	0.002980	-0.028690	1.103383	-1.795201	-0.040663
-0.015539	0.009365	-0.053088	1.898119	-3.440459	-0.583352
-0.015279	0.007824	-0.046676	1.677372	-2.992035	-0.554197
-0.013861	0.006880	-0.047091	1.643416	-3.136680	-0.421409
-0.014398	0.007815	-0.047258	1.685654	-3.106257	-0.510974
-0.016392	0.007704	-0.045039	1.655036	-2.952104	-0.512989
-0.016761	0.007873	-0.055429	1.925357	-3.586200	-0.559294
-0.011457	0.006084	-0.086438	2.955036	-5.965191	-0.354921
0.000804	0.012417	-0.081762	2.976414	-6.208584	-0.366847
-0.014793	0.004019	-0.032957	1.186069	-1.748190	-0.291307
-0.025928	0.010496	-0.036099	1.264561	-1.640419	-0.940336
-0.024874	0.013204	-0.003611	0.858393	0.692968	-1.341789
-0.022951	0.003872	-0.023048	1.034206	-0.805962	-0.431807
-0.030481	0.003904	-0.024734	1.034422	-0.659008	-0.798504
-0.002873	0.016264	0.017231	0.482312	1.434922	-0.760331
-0.009442	0.013808	0.014011	0.571080	1.586371	-0.740559
-0.024000	0.013745	-0.003698	0.851288	0.684693	-1.070950
-0.015869	0.001724	-0.021775	0.924386	-0.876575	-0.188128
-0.015685	0.004719	0.006123	0.498353	1.134074	-0.334524
-0.026892	0.002521	-0.024827	1.012200	-0.720724	-0.523356
-0.022427	0.004208	-0.036803	1.321918	-1.781560	-0.493573
-0.023061	0.003286	-0.008707	0.694324	0.282381	-0.566558
-0.026613	0.004526	-0.039808	1.318860	-1.731554	-0.642607
-0.022524	0.004997	-0.041998	1.377960	-2.004669	-0.657600
-0.016542	0.010060	-0.011696	0.910798	-0.103778	-0.755670
-0.015709	0.003501	-0.013368	0.765611	-0.262069	-0.367428
-0.014508	0.008329	-0.016347	0.966160	-0.477502	-0.581469
-0.014930	0.003932	-0.017689	0.864592	-0.556855	-0.336794
-0.014671	0.002480	-0.011441	0.668978	-0.171032	-0.294132
-0.013650	0.002421	-0.014176	0.736673	-0.382027	-0.215660
-0.013142	0.003042	-0.015370	0.777179	-0.481734	-0.309135
-0.011986	0.002780	-0.020064	0.866538	-0.844794	-0.235206
-0.008628	0.002272	-0.023537	0.988366	-1.215706	-0.464742
0.007409	0.006179	-0.028072	1.242558	-2.458134	0.070064
0.015432	0.004041	0.039593	-0.215793	3.056298	-0.290261
0.004382	0.003173	0.001814	0.439060	0.303808	-0.264972
0.005163	0.011658	0.017523	0.344746	1.197020	-0.363489
-0.004482	0.012352	0.018982	0.347543	1.619898	-0.630168
-0.011757	0.003624	-0.015917	0.778128	-0.501930	-0.240887
-0.009717	0.005633	-0.030550	1.130288	-1.616536	-0.308712
-0.007482	0.000042	0.024230	-0.152156	1.853620	0.066988
-0.008857	0.002369	-0.022148	0.868928	-0.974740	-0.106566
-0.002373	0.003072	-0.030776	1.099260	-1.910243	-0.009335
0.001821	0.009879	0.019082	0.264212	1.346425	-0.307244
-0.005428	0.001700	-0.025548	0.932798	-1.458703	0.038940
-0.004933	0.001433	-0.026978	0.977368	-1.562028	-0.017881
0.009758	0.001247	-0.003632	0.486185	-0.403280	0.294958
-0.003609	0.000873	-0.026825	0.950361	-1.602725	0.077277
-0.002600	0.000939	-0.031164	1.032371	-1.947631	0.102317
-0.001114	0.001038	0.008717	0.207369	0.785359	0.083279
-0.005725	0.000417	-0.022412	0.797853	-1.223578	0.088053
-0.010284	0.000832	-0.006563	0.526769	0.116925	-0.050048
-0.008784	0.000068	-0.021757	0.809967	-0.820350	0.000177
0.008001	0.002046	-0.002156	0.478795	-0.226902	0.235806
-0.009295	0.000698	-0.016044	0.702158	-0.501846	-0.004957
-0.011937	0.002447	-0.007311	0.583991	0.058285	-0.158225
-0.012042	0.002233	-0.008283	0.593755	-0.016044	-0.169997
-0.011626	0.001991	-0.019202	0.823428	-0.692385	-0.163817
-0.005428	0.003151	-0.030761	1.121295	-1.795658	-0.524114
0.007271	0.012954	0.019237	0.335133	1.158582	-0.324597
0.002412	0.005255	0.004679	0.486955	0.684250	-0.072518
0.002622	0.005960	0.007329	0.436754	0.717839	-0.419254
0.003397	0.006129	0.027674	0.025037	1.937695	-0.054364
-0.006587	0.012555	0.014830	0.370494	1.349979	-0.671428
-0.000911	0.000654	-0.026238	0.898064	-1.634945	-0.260957
-0.001900	-0.010748	0.021897	-0.755181	1.645442	0.806163
-0.010611	0.002583	-0.016203	0.773774	-0.593309	-0.125948
-0.010988	0.002596	-0.031239	1.064588	-1.661562	-0.207685
-0.014508	0.011165	-0.002090	0.649340	0.510518	-0.635762
-0.013841	0.004863	-0.027471	1.019010	-1.247775	-0.345610
-0.006825	0.000786	-0.027887	0.917875	-1.583772	0.008446
-0.002190	0.001192	0.012237	0.177652	1.092520	0.073446
-0.011016	0.000501	-0.019644	0.789611	-0.787406	-0.052431
-0.008238	0.002765	-0.031111	1.065814	-1.789034	-0.222533
-0.011242	0.009974	-0.022779	1.017226	-0.902294	-0.664139
-0.001232	0.013008	0.013375	0.337314	1.088434	-0.635714
-0.004538	0.012055	0.018760	0.238455	1.401968	-0.575825
0.001660	0.001002	0.008339	0.202014	0.652589	0.128851
-0.007634	-0.001169	-0.016795	0.628546	-0.598932	0.100548
-0.011558	0.000427	-0.010347	0.543662	-0.120977	-0.088683
-0.011526	0.010783	-0.015843	0.916518	-0.461528	-0.710907
0.009485	0.012660	-0.008982	0.777118	-0.813235	-0.659053
-0.008731	0.000618	-0.022254	0.824709	-1.058133	-0.075003
0.002002	0.001487	-0.031489	1.067225	-2.284494	0.160425
0.016649	0.000393	0.039339	-0.997568	3.042752	-0.072724
0.002587	0.012028	0.011451	0.469721	0.839585	-0.870365
-0.004175	-0.010572	0.016774	-0.653434	1.325319	0.731244
-0.012390	0.000539	-0.020690	0.772318	-0.750345	-0.014313
-0.011316	0.001705	-0.027403	0.928138	-1.334567	-0.468087
-0.010713	-0.000104	-0.026465	0.869487	-1.621206	-0.062750
-0.007389	-0.002193	-0.025697	0.781997	-1.427041	0.173450
-0.012822	-0.000751	-0.026746	0.861135	-1.304060	-0.050345
-0.012837	-0.001317	-0.033184	1.008036	-1.785107	-0.024976
-0.005188	-0.002526	-0.025394	0.750854	-1.468606	0.176196
-0.009454	-0.002904	-0.023725	0.725104	-1.360144	0.129408
-0.012451	-0.002500	-0.038296	1.069978	-2.133252	0.049000
-0.006245	-0.007726	-0.030629	0.693079	-1.702593	0.464006
-0.008578	-0.000820	-0.024511	0.795193	-1.421613	0.001928
-0.009614	-0.002784	-0.037276	0.972151	-2.268831	0.087022
-0.003098	-0.001512	-0.036916	0.937969	-2.239798	0.186194
-0.003818	-0.009248	-0.028291	0.501543	-1.750591	0.617275
-0.003982	-0.005675	-0.054751	1.062585	-3.613189	0.523535
-0.011294	-0.009334	-0.046920	0.850471	-3.106579	0.506260
-0.005591	-0.007831	-0.024847	0.528570	-1.774562	0.484562
-0.000834	-0.012600	-0.018707	0.124308	-1.527927	0.617293
-0.003899	-0.007944	-0.027318	0.572744	-2.015479	0.202905
-0.009433	-0.005293	-0.036239	0.863959	-2.341386	0.253849
-0.008865	-0.005751	-0.028906	0.731912	-1.904905	-0.038610
0.013579	-0.003392	-0.049306	1.229796	-4.162154	0.248248
0.007658	-0.015014	-0.018083	-0.078832	-1.277065	1.237230
-0.007463	-0.006159	-0.031044	0.673116	-1.976079	-0.010395
-0.008216	-0.006454	-0.033634	0.782016	-2.118197	-0.024482
-0.010357	-0.011847	-0.027770	0.276285	-1.495802	0.623451
-0.010982	-0.003688	-0.037086	0.905891	-2.195363	-0.245201
-0.014899	-0.005949	-0.042590	0.909485	-2.609599	-0.157967
-0.004969	-0.006684	-0.027530	0.638774	-1.814082	0.494653
-0.005319	-0.009732	-0.017224	0.317482	-1.273733	0.225329
-0.015309	-0.005847	-0.049406	0.985474	-2.897224	-0.186773
-0.006012	-0.013030	-0.022313	0.031435	-1.537244	0.818361
-0.006631	-0.003169	-0.023143	0.678635	-1.490773	0.208484
-0.013592	-0.007312	-0.032477	0.666803	-1.978519	0.260776
-0.003206	-0.013776	-0.014943	-0.162553	-1.214538	0.780984
-0.011229	-0.004012	-0.029288	0.772590	-1.804672	0.176030
-0.012046	-0.005438	-0.046325	0.915775	-2.839806	0.222012
-0.013141	-0.003890	-0.039245	0.948037	-2.409772	-0.314076
-0.011621	-0.002633	-0.039575	0.901216	-2.487188	-0.309447
-0.014460	-0.000163	-0.037750	1.047873	-2.082168	-0.465941
-0.011742	-0.003091	-0.035937	0.899760	-2.062956	-0.273740
-0.009440	-0.008957	-0.021122	0.249536	-1.344068	0.116646
-0.014634	-0.004870	-0.045348	0.963331	-2.487155	-0.229637
-0.013165	-0.005133	-0.037606	0.765300	-2.125939	-0.212120
-0.013620	-0.005794	-0.043314	0.748533	-2.526137	-0.197687
-0.013763	-0.006886	-0.041595	0.558542	-2.501137	-0.153525
-0.009426	-0.002070	-0.050938	1.091996	-3.332908	-0.379749
0.003225	-0.013187	-0.027114	0.177764	-1.918000	0.520874
-0.010916	0.009205	-0.024982	0.957171	-1.156189	-1.000435
-0.006007	0.003322	-0.030906	1.039790	-1.749237	-0.509167
-0.018784	0.011588	-0.014350	0.851056	-0.203199	-1.150282
-0.014640	0.002724	-0.036536	1.122328	-1.968312	-0.715776
-0.017751	-0.000000	-0.040834	1.031759	-2.262251	-0.561690
-0.011143	-0.002621	-0.030871	0.876867	-1.788458	-0.259964
-0.014505	-0.002012	-0.040397	1.065154	-2.208029	-0.454592
-0.019984	0.002494	-0.042698	1.242332	-2.377512	-0.813843
-0.006127	0.003034	-0.019719	0.840650	-1.386537	-0.170443
-0.012366	-0.001279	-0.031751	0.949613	-1.857074	-0.405205
-0.017679	-0.000425	-0.046761	1.218057	-2.830778	-0.597792
-0.008679	-0.000013	-0.026529	0.887873	-1.779134	-0.361834
-0.014863	0.001179	-0.035567	1.132639	-1.993673	-0.551880
-0.019469	0.001531	-0.049071	1.318507	-2.988786	-0.695502
-0.014287	0.002470	-0.042366	1.192363	-2.542256	-0.609399
-0.015417	0.003979	-0.047573	1.315380	-2.907269	-0.821361
-0.017074	-0.001859	-0.052064	1.111566	-3.377290	-0.498967
-0.013510	-0.000611	-0.050525	1.161125	-3.298201	-0.102881
-0.013664	0.000020	-0.054190	1.259061	-3.504595	-0.518457
-0.014319	0.000839	-0.057299	1.373246	-3.718190	-0.597457
-0.012463	0.001911	-0.051937	1.279369	-3.539593	-0.601671
-0.013350	0.001008	-0.051803	1.215404	-3.542850	-0.578410
-0.014438	0.000225	-0.054051	1.219076	-3.642384	-0.604846
-0.008745	-0.003164	-0.076395	1.629686	-5.368741	-0.356878
-0.010199	0.000759	-0.022383	0.807623	-1.500499	-0.063106
-0.018916	0.000184	-0.055505	1.274014	-3.437067	-0.666761
-0.011182	0.004404	-0.039998	1.129627	-2.369567	-0.829699
-0.012889	-0.000626	-0.043227	1.135715	-2.662290	-0.494092
-0.013579	-0.001745	-0.032129	0.957756	-1.927192	-0.395709
-0.023072	-0.003387	-0.059729	1.262746	-3.653040	-0.559780
-0.011919	-0.003643	-0.048154	1.176828	-3.273695	-0.324431
-0.017751	-0.000341	-0.042177	1.176262	-2.561549	-0.600506
-0.026228	-0.003456	-0.054023	1.104229	-3.172992	-0.532779
-0.014232	-0.003099	-0.055504	1.183173	-3.674951	-0.408645
-0.019014	-0.002757	-0.052558	1.108244	-3.233067	-0.489973
-0.022729	-0.005372	-0.061516	1.175238	-3.798951	-0.434455
-0.015534	-0.002705	-0.051791	1.166459	-3.370692	-0.453922
-0.017902	-0.002740	-0.052261	1.152304	-3.297686	-0.512861
